,domain,avg_score,sentence,group
6451,email,1.2,"Sir, my guess is that they,us,the electroate are not going to remember the judge in this case, but they will remember you had a chance to throw your weight into this.",train
6452,answers,-3.0,U are the boss and don't forget it.,train
6453,answers,-2.0,Now you do.,train
6454,news,1.6,Clausen sat out the fourth quarter after one of his most accurate games of the season.,train
6455,answers,-1.0,then let them drive the car they liked.,train
6456,email,0.4,Do mothers and their families really have to go through an embarassing public humiliation process by asking the potential fathers of the children to show up and come forward?,train
6457,email,0.2,My best wishes to your family.,train
6458,blog,0.8,"This is my first year doing Halloween with Meade, and we're going to do some special scary things to amuse the kids.",train
6459,answers,-0.4,I'll say it is religion that's at fault.,train
6460,news,0.0,"The arguments will have a way to go to counteract peer influence, judging by Smith's MySpace page.",train
6461,email,-0.4,"Please, protect what God gave us.",train
6462,answers,-0.25,Bare Faced Messiah: The True Story of L. Ron Hubbard.,train
6463,answers,2.2,The world's primary international agreement on combating climate change is the Kyoto Protocol.,train
6464,news,1.4,"Meanwhile, Bligh said Queensland has established a long-term and fruitful relationship with China and noted that this year marks the 20th anniversary of the establishment of the state's sister-city relations with China's Shanghai City.",train
6465,email,1.8,"Bill Paschal, Jupiter,Fl. says: Gov. Bush, with all due respect, I thought you may be interested in this news article.",train
6466,answers,0.4,The question you have asked makes no sense.,train
6467,answers,-1.6,"He already knows you like him, Its his time to make the move.",train
6468,answers,-3.0,my kids lol....,train
6469,answers,-2.8,And it's cheap!!!!,train
6470,answers,-1.8,Only had my video - phone for a week when someone stole it.,train
6471,blog,0.4,"The Mac version requires Mac OS X 10.4 or higher, and you can get it from the beta download page.",train
6472,email,2.0,"We have been informed the Department will add 1,038 consumers from the wait list to Medicaid Waiver January - June 2003.",train
6473,news,1.0,"On Sunday, the younger Mubarak will take centre stage when he addresses the conference.",train
6474,answers,-2.6,";-) They may be in love with one another, ever consider that?",train
6475,email,1.6,"One at Tufts University contained the usual buzzwords, prohibiting ""demeaning or derogatory slurs, name - calling and using words or negative images associated with a group on signs to create a publicly hostile environment.""",train
6476,blog,-0.8,"So, who will join the illustrious ranks of Gizmodo's Essential iPhone apps?",train
6477,news,0.4,"After school, he had picked up a plastic jug of kerosene for his mother, which he stowed along with his green backpack.",train
6478,answers,-3.0,"once ur signal is good to go, it is signing u back in.",train
6479,news,-0.6,"""The Naxalites think we are helping the police. The police think we are helping the Naxalites. We are living in fear over who will kill us first.""",train
6480,blog,-0.2,"The final upgrade is in Florida, where Charlie Crist appears to be increasingly vulnerable to Marco Rubio, and where Rubio's momentum could pick up significantly if Doug Hoffman wins in NY-23 (or comes close enough to trigger a recount, etc.)",train
6481,blog,0.0,The internet is stripping them of their control over the how their products are distributed.,train
6482,blog,2.0,"To no one's surprise, her union endorsements are already peeling off to Owens, and Dave Weigel notes that the eleventh-hour nature of her withdrawal means that plenty of absentee ballots that have already been mailed will end up on the books for Team Dede.",train
6483,answers,0.8,"It is merely whole - hearted Bolshevism, under a tinsel of metaphysics.",train
6484,answers,-2.6,"(Sorry, I just had to write that.",train
6485,answers,-1.2,We love it.,train
6486,news,1.8,And other critics who at one time shared his goals of agrarian reform complain that Montes became the kind of rural chieftain that he had long challenged.,train
6487,answers,-0.6,Here are the songs on the sex in the city sound tracks.,train
6488,answers,0.6,Make sure they are all set to obtain automatic IP addresses.,train
6489,email,0.8,"We have example after example of gay and lesbian Christians being treated less than lovingly by virtue of that kind of mentality. """,train
6490,answers,0.25,"Disappear, INXS 91.",train
6491,blog,2.0,And a recent blog posting by journalist Paul Waugh of the London Evening Standard stated Reinfeldt was in contention by default.,train
6492,answers,0.0,"Put simply, ""Love is Law, Law is Love.""",train
6493,news,-0.4,Tensions between the Tibetan people and Chinese government led to violent clashes in March last year.,train
6494,news,1.2,"Laura Grant, a fifth-grade teacher, echoes her father's old campaign pitch: Rural voters need a moderate at the table with the Legislature's Democratic majority, to ensure those interests aren't represented solely by the minority party.",train
6495,blog,0.6,Courteney Cox's new Cougar Town scratching post is the darn-close-to-age-appropriate Scott Foley.,train
6496,blog,0.6,"The House also came up with a separate ""doc fix"" bill that would suspend cuts in Medicare payments to doctors.",train
6497,email,-0.6,This seems ridiculous while we receive notices from authorities that a known pedophile has just moved in down the street.,train
6498,news,0.4,His opponents deny the charge.,train
6499,news,1.0,"Despite his infirmities, Chaudhry is not leaving the country without a fight.",train
6500,email,1.0,"Finally, the boy you sent the note to for me has made a full recovery and returned to school.",train
6501,news,1.4,"""At least 1,000 people depend on this well,"" said Hassan Yahya al-Khayari, 38, as he stood watching water pour from a black rubber tube into a tanker truck near his home in Sana.",train
6502,answers,-0.4,It balances it out.,train
6503,news,-1.4,"The story was that it was just a ""weird coincidence.""",train
6504,answers,-2.2,during the argument probably.,train
6505,answers,0.0,Don't forget the guest should also get a favor at their table.,train
6506,email,-0.5,"D. Executive Director Project SOS, Inc. (904) 279-0870 phone (904) 279-0871 fax (904) 537-4053 cell 6850 Belfort Oaks Place Jacksonville, FL 32216",train
6507,blog,-1.4,It's different.,train
6508,news,2.2,At stake were the integrity of democracy in a region that only in recent decades emerged from civil wars and military rule and the well-being of some of Latin America's poorest citizens.,train
6509,answers,-0.8,This is what I use.,train
6510,news,0.6,"Her lawyer, Nyan Win, who also is a spokesman for the opposition National League for Democracy, told reporters Saturday that the U.S. embassy in Rangoon is making arrangements with the party for the meeting.",train
6511,blog,1.2,"Edward L. Yingling, the president of the American Bankers Association and a staunch opponent of many efforts to regulate the financial industry, logged in five times.",train
6512,news,0.6,"While dozens of foreign warships are cruising Somalia's waters right now, trying to crack down on the stubborn piracy problem, there are very few, if any, foreign military personnel on shore.",train
6513,answers,-2.4,the group CC BIT off of.,train
6514,answers,0.2,Have you had any grief counseling?,train
6515,news,0.6,"""Settlement is illegitimate and it is not possible to accept any justification for the continuation of settlement activity or to defend it on lands occupied in 1967, including Jerusalem.""",train
6516,answers,0.2,Thus high luminosity... Hope this thing helps!,train
6517,email,1.0,"If you are considering widespread change, this is the time, sooner is always better than later.",train
6518,email,2.2,We have so advised Mr. Smith.,train
6519,news,1.6,"Leigh's father, David, said his son, who was not married, was based in San Diego and was focused on a military career ""since age 3.""",train
6520,email,1.6,"I followed up with a written message to Senator Diaz - Balart, which I reproduce bellow for your information.",train
6521,email,-1.8,Make it a Great Day!!,train
6522,answers,-0.6,my hair grows relaly quickly.,train
6523,blog,2.0,"Ford's given its word that the company will build as many vehicles in Canada as it sells there, and the union deemed the pledge good enough to grant GM- and Chrysler-style concessions to Ford.",train
6524,news,0.8,"It took the corruption arrest of a sitting governor, 10 months of political sparring and two attempts before top lawmakers and reform advocates could agree on Illinois' first-ever sweeping restrictions on campaign donations.",train
